bank,branch,date,day,arrival_time,service_type,service_start_time,service_end_time,wait_time_min,service_duration_min,queue_length
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,10:56:00,Locker Access,10:59:00,11:10:17.400000,3,11.29,5
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,12:06:00,Debit Card Reissue,12:15:00,12:27:18,9,12.3,3
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,14:13:00,FD Opening,14:16:00,14:35:31.800000,3,19.53,14
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:10:00,Cheque Deposit,16:16:00,16:21:39.600000,6,5.66,1
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,09:07:00,Locker Access,09:13:00,09:22:01.200000,6,9.02,1
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,12:14:00,New Account Opening,12:19:00,12:52:33,5,33.55,9
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:34:00,FD Opening,16:39:00,16:52:11.400000,5,13.19,13
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:09:00,Loan Repayment,11:16:00,11:21:49.800000,7,5.83,11
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,14:06:00,Cash Withdrawal,14:12:00,14:14:06,6,2.1,14
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,12:35:00,Locker Access,12:37:00,12:49:37.200000,2,12.62,8
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,14:32:00,Debit Card Reissue,14:38:00,14:48:36.600000,6,10.61,2
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,13:45:00,Locker Access,13:51:00,14:02:10.200000,6,11.17,10
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:40:00,New Account Opening,11:48:00,12:20:30.600000,8,32.51,11
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:57:00,Loan Repayment,12:05:00,12:12:18.600000,8,7.31,9
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,12:45:00,FD Opening,12:49:00,13:06:05.400000,4,17.09,9
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,10:14:00,Locker Access,10:16:00,10:30:35.400000,2,14.59,4
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,10:45:00,Cash Withdrawal,10:52:00,10:55:05.400000,7,3.09,13
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,10:20:00,Inward Remittance,10:22:00,10:35:52.800000,2,13.88,13
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,13:57:00,New Account Opening,14:06:00,14:42:57.600000,9,36.96,1
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:56:00,Cash Deposit,16:57:00,17:01:05.400000,1,4.09,12
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,12:11:00,Inward Remittance,12:14:00,12:28:35.400000,3,14.59,11
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:40:00,Inward Remittance,16:46:00,16:58:15.600000,6,12.26,5
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,09:42:00,New Account Opening,09:48:00,10:18:58.800000,6,30.98,15
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,09:30:00,Debit Card Reissue,09:37:00,09:49:13.800000,7,12.23,10
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,14:12:00,Cheque Deposit,14:16:00,14:22:15.600000,4,6.26,12
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,15:14:00,Loan Repayment,15:18:00,15:26:19.800000,4,8.33,15
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,15:04:00,FD Opening,15:09:00,15:24:29.400000,5,15.49,5
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:51:00,New Account Opening,16:55:00,17:34:01.200000,4,39.02,6
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,13:37:00,FD Opening,13:41:00,13:52:17.400000,4,11.29,11
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:04:00,Loan Repayment,16:09:00,16:17:03,5,8.05,12
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,13:30:00,Cash Withdrawal,13:33:00,13:36:20.400000,3,3.34,5
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:35:00,Cash Withdrawal,11:40:00,11:42:57.600000,5,2.96,4
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:46:00,Cheque Deposit,11:49:00,11:54:27,3,5.45,5
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,13:07:00,Cheque Deposit,13:15:00,13:20:50.400000,8,5.84,12
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,12:37:00,Cash Deposit,12:45:00,12:49:48,8,4.8,8
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,15:04:00,Inward Remittance,15:08:00,15:26:37.800000,4,18.63,1
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:12:00,Locker Access,11:16:00,11:29:43.800000,4,13.73,13
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,14:11:00,New Account Opening,14:16:00,14:50:16.200000,5,34.27,3
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:22:00,Loan Repayment,11:26:00,11:32:56.400000,4,6.94,13
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:00:00,Debit Card Reissue,16:06:00,16:18:34.800000,6,12.58,15
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,15:50:00,Loan Repayment,15:57:00,16:03:39,7,6.65,7
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,13:35:00,New Account Opening,13:41:00,14:13:57.600000,6,32.96,5
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,14:06:00,Cash Withdrawal,14:11:00,14:13:37.200000,5,2.62,11
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,16:31:00,Inward Remittance,16:37:00,16:52:38.400000,6,15.64,12
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,13:23:00,Loan Repayment,13:31:00,13:37:50.400000,8,6.84,12
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,12:17:00,Debit Card Reissue,12:22:00,12:31:06.600000,5,9.11,1
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,10:26:00,Inward Remittance,10:28:00,10:43:03,2,15.05,2
Agrani Bank,"Agrani Bank, Rajshahi Branch",2025-08-04,Monday,11:20:00,Loan Repayment,11:23:00,11:30:48.600000,3,7.81,12
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:07:00,New Account Opening,12:15:00,12:51:35.400000,8,36.59,11
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,15:20:00,Cash Withdrawal,15:25:00,15:28:10.800000,5,3.18,13
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,15:56:00,Cash Deposit,16:02:00,16:05:47.400000,6,3.79,4
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,16:12:00,Cash Deposit,16:19:00,16:22:47.400000,7,3.79,14
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,16:23:00,Debit Card Reissue,16:24:00,16:33:16.200000,1,9.27,1
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,15:49:00,New Account Opening,15:55:00,16:23:08.400000,6,28.14,7
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,10:24:00,Loan Repayment,10:27:00,10:35:21,3,8.35,6
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,10:57:00,Cheque Deposit,11:01:00,11:06:41.400000,4,5.69,12
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:23:00,FD Opening,12:30:00,12:45:09.600000,7,15.16,12
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:47:00,FD Opening,12:52:00,13:05:56.400000,5,13.94,9
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:50:00,Locker Access,14:53:00,15:03:21,3,10.35,8
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,16:10:00,Inward Remittance,16:12:00,16:27:37.800000,2,15.63,5
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:19:00,Cheque Deposit,12:24:00,12:29:53.400000,5,5.89,9
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,15:09:00,Debit Card Reissue,15:14:00,15:24:59.400000,5,10.99,6
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:44:00,Locker Access,12:49:00,12:58:45,5,9.75,9
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,13:29:00,Inward Remittance,13:32:00,13:45:51.600000,3,13.86,3
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,10:44:00,New Account Opening,10:51:00,11:21:39,7,30.65,5
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:44:00,Loan Repayment,14:49:00,14:56:05.400000,5,7.09,4
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,15:42:00,Cash Deposit,15:47:00,15:51:28.800000,5,4.48,4
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:43:00,New Account Opening,12:51:00,13:20:24.600000,8,29.41,14
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:14:00,FD Opening,14:21:00,14:37:39,7,16.65,10
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,11:18:00,Locker Access,11:25:00,11:37:26.400000,7,12.44,12
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,13:46:00,New Account Opening,13:53:00,14:23:28.200000,7,30.47,11
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:02:00,Cash Withdrawal,12:11:00,12:14:24,9,3.4,2
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:06:00,Debit Card Reissue,12:11:00,12:24:12,5,13.2,15
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,15:49:00,Locker Access,15:56:00,16:07:13.200000,7,11.22,11
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,11:27:00,New Account Opening,11:35:00,12:03:48.600000,8,28.81,14
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,11:08:00,Cash Withdrawal,11:15:00,11:17:43.200000,7,2.72,8
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,11:43:00,Debit Card Reissue,11:47:00,11:56:52.800000,4,9.88,1
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,11:53:00,Cash Deposit,11:55:00,11:58:49.800000,2,3.83,15
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:40:00,Cheque Deposit,12:42:00,12:47:40.800000,2,5.68,11
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:40:00,Cash Withdrawal,12:44:00,12:47:07.800000,4,3.13,12
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,16:54:00,Loan Repayment,17:01:00,17:08:21,7,7.35,13
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,09:10:00,Loan Repayment,09:16:00,09:21:25.200000,6,5.42,6
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:11:00,Loan Repayment,14:16:00,14:24:59.400000,5,8.99,11
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:00:00,Cheque Deposit,12:02:00,12:08:06.600000,2,6.11,7
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,11:01:00,Cash Withdrawal,11:04:00,11:06:35.400000,3,2.59,4
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,13:34:00,Debit Card Reissue,13:38:00,13:47:22.200000,4,9.37,13
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:37:00,FD Opening,12:44:00,12:57:55.200000,7,13.92,13
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:46:00,Cash Withdrawal,14:54:00,14:56:24,8,2.4,6
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,13:22:00,Debit Card Reissue,13:26:00,13:36:50.400000,4,10.84,9
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,11:59:00,Locker Access,12:04:00,12:15:45,5,11.75,12
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:38:00,FD Opening,14:40:00,14:53:34.200000,2,13.57,14
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:58:00,Cheque Deposit,15:01:00,15:07:07.200000,3,6.12,7
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:56:00,Cash Deposit,15:00:00,15:04:16.200000,4,4.27,14
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,12:26:00,FD Opening,12:35:00,12:53:02.400000,9,18.04,10
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,13:11:00,Locker Access,13:12:00,13:22:13.800000,1,10.23,5
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,10:19:00,Loan Repayment,10:28:00,10:34:52.800000,9,6.88,7
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,14:56:00,Locker Access,15:00:00,15:10:00,4,10.0,10
Rupali Bank,"Rupali Bank, Rajshahi Branch",2025-08-04,Monday,13:24:00,New Account Opening,13:32:00,14:08:16.200000,8,36.27,9
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:23:00,Cash Deposit,10:26:00,10:29:46.200000,3,3.77,10
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,16:34:00,Cash Deposit,16:35:00,16:39:06,1,4.1,12
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:24:00,Inward Remittance,13:35:00,13:48:36,11,13.6,5
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:09:00,Cash Withdrawal,11:11:00,11:14:06.600000,2,3.11,5
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,15:18:00,Cheque Deposit,15:22:00,15:28:36,4,6.6,4
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:23:00,FD Opening,11:26:00,11:42:34.800000,3,16.58,3
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,15:51:00,Debit Card Reissue,15:58:00,16:11:42.600000,7,13.71,11
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,12:24:00,Debit Card Reissue,12:28:00,12:41:16.200000,4,13.27,10
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,14:09:00,Debit Card Reissue,14:14:00,14:23:58.200000,5,9.97,12
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:17:00,Debit Card Reissue,13:26:00,13:37:06,9,11.1,14
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:05:00,New Account Opening,13:14:00,13:43:24,9,29.4,2
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:54:00,FD Opening,11:59:00,12:13:03.600000,5,14.06,13
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:55:00,Inward Remittance,11:59:00,12:17:15.600000,4,18.26,15
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:59:00,New Account Opening,11:04:00,11:33:14.400000,5,29.24,7
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,15:23:00,Cash Withdrawal,15:24:00,15:27:04.800000,1,3.08,12
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,09:50:00,Cash Deposit,09:58:00,10:02:02.400000,8,4.04,15
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,16:04:00,Cash Withdrawal,16:06:00,16:09:13.800000,2,3.23,6
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:56:00,Inward Remittance,11:01:00,11:16:34.200000,5,15.57,4
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,09:14:00,Debit Card Reissue,09:17:00,09:29:00,3,12.0,13
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:33:00,Cheque Deposit,11:41:00,11:47:12.600000,8,6.21,13
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,15:27:00,Cash Deposit,15:35:00,15:39:10.800000,8,4.18,6
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,16:05:00,Debit Card Reissue,16:09:00,16:17:57,4,8.95,11
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,12:34:00,Cheque Deposit,12:38:00,12:44:01.200000,4,6.02,1
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:21:00,Inward Remittance,10:24:00,10:37:33,3,13.55,10
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,09:57:00,Debit Card Reissue,10:02:00,10:13:49.200000,5,11.82,6
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:17:00,Cash Withdrawal,10:20:00,10:23:00.600000,3,3.01,12
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,09:39:00,Loan Repayment,09:44:00,09:50:33,5,6.55,8
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,14:42:00,Inward Remittance,14:45:00,15:03:00.600000,3,18.01,11
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:45:00,Cheque Deposit,10:56:00,11:01:56.400000,11,5.94,2
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:48:00,Locker Access,10:52:00,11:04:52.800000,4,12.88,8
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:04:00,FD Opening,13:07:00,13:19:51,3,12.85,2
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,09:22:00,Cheque Deposit,09:30:00,09:35:58.800000,8,5.98,3
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,09:39:00,FD Opening,09:45:00,09:56:13.800000,6,11.23,11
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,17:00:00,Cash Deposit,17:08:00,17:12:36.600000,8,4.61,3
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:39:00,Cheque Deposit,13:41:00,13:47:22.200000,2,6.37,9
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:43:00,Debit Card Reissue,10:51:00,11:00:36,8,9.6,7
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:33:00,FD Opening,11:39:00,11:50:02.400000,6,11.04,5
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:03:00,Cash Deposit,11:04:00,11:08:19.200000,1,4.32,7
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,15:12:00,Debit Card Reissue,15:14:00,15:23:24.600000,2,9.41,15
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:11:00,FD Opening,13:14:00,13:27:34.800000,3,13.58,4
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,14:46:00,Inward Remittance,14:51:00,15:06:21.600000,5,15.36,2
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,14:28:00,Cheque Deposit,14:35:00,14:40:30.600000,7,5.51,10
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:12:00,FD Opening,13:16:00,13:34:23.400000,4,18.39,2
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,15:07:00,Debit Card Reissue,15:12:00,15:25:45,5,13.75,7
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:32:00,Cash Withdrawal,10:37:00,10:39:44.400000,5,2.74,6
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,11:35:00,Cash Withdrawal,11:40:00,11:42:29.400000,5,2.49,2
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,09:05:00,Cash Deposit,09:08:00,09:11:44.400000,3,3.74,14
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,13:16:00,Cheque Deposit,13:18:00,13:23:30.600000,2,5.51,5
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,15:09:00,Cash Deposit,15:11:00,15:15:15,2,4.25,8
Rupali Bank,"Rupali Bank, Mymensingh Branch",2025-08-04,Monday,10:56:00,Cash Withdrawal,11:00:00,11:03:39,4,3.65,6
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,09:34:00,Cash Withdrawal,09:37:00,09:39:53.400000,3,2.89,4
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,10:48:00,New Account Opening,10:55:00,11:23:45,7,28.75,11
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,14:02:00,Cash Deposit,14:05:00,14:08:40.200000,3,3.67,2
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,15:26:00,New Account Opening,15:32:00,16:04:10.200000,6,32.17,2
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,16:34:00,Loan Repayment,16:37:00,16:45:09.600000,3,8.16,10
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,10:47:00,FD Opening,10:53:00,11:08:52.200000,6,15.87,12
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,11:07:00,FD Opening,11:14:00,11:32:37.800000,7,18.63,1
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,11:38:00,New Account Opening,11:46:00,12:14:43.200000,8,28.72,9
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,14:16:00,Cheque Deposit,14:19:00,14:25:31.200000,3,6.52,12
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,10:04:00,New Account Opening,10:13:00,10:44:30,9,31.5,6
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,09:16:00,Inward Remittance,09:25:00,09:35:34.800000,9,10.58,8
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,11:11:00,Locker Access,11:18:00,11:28:30,7,10.5,8
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,12:41:00,Loan Repayment,12:51:00,12:59:19.200000,10,8.32,2
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,15:43:00,Cash Withdrawal,15:49:00,15:52:21,6,3.35,10
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,11:21:00,Cash Withdrawal,11:26:00,11:28:07.800000,5,2.13,11
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,14:25:00,Loan Repayment,14:30:00,14:35:45.600000,5,5.76,3
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,16:57:00,Loan Repayment,17:04:00,17:13:00,7,9.0,13
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,15:20:00,Debit Card Reissue,15:25:00,15:36:03.600000,5,11.06,9
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,16:58:00,Loan Repayment,17:03:00,17:09:54.600000,5,6.91,12
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,12:41:00,Cheque Deposit,12:43:00,12:48:39,2,5.65,6
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,12:57:00,Loan Repayment,13:04:00,13:12:01.800000,7,8.03,10
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,13:37:00,Cash Deposit,13:41:00,13:45:27.600000,4,4.46,7
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,12:24:00,Debit Card Reissue,12:31:00,12:44:06.600000,7,13.11,10
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,12:26:00,Inward Remittance,12:33:00,12:46:53.400000,7,13.89,4
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,09:19:00,New Account Opening,09:25:00,09:58:15,6,33.25,2
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,14:23:00,Locker Access,14:26:00,14:36:05.400000,3,10.09,2
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,13:02:00,FD Opening,13:04:00,13:17:48.600000,2,13.81,10
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,11:23:00,Debit Card Reissue,11:32:00,11:42:39.600000,9,10.66,4
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,09:01:00,Loan Repayment,09:13:00,09:21:58.200000,12,8.97,2
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,14:30:00,Inward Remittance,14:35:00,14:48:09.600000,5,13.16,7
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,15:52:00,FD Opening,15:58:00,16:15:06,6,17.1,15
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,16:24:00,FD Opening,16:31:00,16:46:46.800000,7,15.78,3
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,11:06:00,Locker Access,11:10:00,11:21:41.400000,4,11.69,15
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,12:27:00,Loan Repayment,12:33:00,12:42:11.400000,6,9.19,3
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,14:56:00,Cash Withdrawal,14:57:00,14:59:45.600000,1,2.76,14
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,10:08:00,Locker Access,10:19:00,10:32:42,11,13.7,9
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,12:32:00,Cheque Deposit,12:34:00,12:40:01.800000,2,6.03,13
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,10:25:00,Loan Repayment,10:30:00,10:37:24,5,7.4,7
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,10:01:00,Loan Repayment,10:04:00,10:11:19.200000,3,7.32,14
Rupali Bank,"Rupali Bank, Khulna Branch",2025-08-04,Monday,14:25:00,Debit Card Reissue,14:28:00,14:41:55.800000,3,13.93,1
