bank,branch,date,day,arrival_time,service_type,service_start_time,service_end_time,wait_time_min,service_duration_min,queue_length
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,16:40:00,Inward Remittance,16:45:00,17:02:00.600000,5,17.01,11
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,11:31:00,Debit Card Reissue,11:36:00,11:46:37.800000,5,10.63,13
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,14:50:00,Loan Repayment,15:00:00,15:08:31.800000,10,8.53,8
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,11:31:00,Cheque Deposit,11:35:00,11:40:29.400000,4,5.49,7
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,16:54:00,Cash Deposit,16:59:00,17:03:01.800000,5,4.03,3
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,10:57:00,FD Opening,11:02:00,11:21:39,5,19.65,2
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,11:34:00,Debit Card Reissue,11:37:00,11:47:54,3,10.9,14
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,16:09:00,Cash Deposit,16:15:00,16:18:43.200000,6,3.72,11
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,15:52:00,Loan Repayment,15:56:00,16:04:10.200000,4,8.17,8
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,09:03:00,FD Opening,09:05:00,09:17:30.600000,2,12.51,8
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,14:50:00,New Account Opening,14:52:00,15:22:21,2,30.35,11
Rupali Bank,"Rupali Bank, Dhanmondi Branch",2025-08-04,Monday,11:10:00,Cash Withdrawal,11:15:00,11:17:49.200000,5,2.82,7
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,12:44:00,Cash Withdrawal,12:47:00,12:50:06.600000,3,3.11,13
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:55:00,Debit Card Reissue,17:02:00,17:13:27.600000,7,11.46,14
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,13:46:00,Cash Withdrawal,13:50:00,13:52:55.200000,4,2.92,13
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,11:20:00,Cash Withdrawal,11:26:00,11:28:49.800000,6,2.83,14
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,10:21:00,Debit Card Reissue,10:24:00,10:35:58.800000,3,11.98,1
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,15:30:00,Loan Repayment,15:35:00,15:42:03,5,7.05,1
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:16:00,Inward Remittance,16:23:00,16:37:07.200000,7,14.12,6
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,13:13:00,Debit Card Reissue,13:18:00,13:30:05.400000,5,12.09,11
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,14:17:00,FD Opening,14:22:00,14:35:31.200000,5,13.52,8
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,11:18:00,Cash Withdrawal,11:23:00,11:26:26.400000,5,3.44,6
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,13:44:00,Debit Card Reissue,13:49:00,14:00:06,5,11.1,11
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,15:36:00,Cheque Deposit,15:41:00,15:46:39,5,5.65,4
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,15:59:00,Locker Access,16:05:00,16:16:55.800000,6,11.93,9
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,14:59:00,Cash Deposit,15:06:00,15:10:42,7,4.7,13
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,09:53:00,Cash Withdrawal,10:01:00,10:04:36,8,3.6,8
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,13:39:00,Loan Repayment,13:42:00,13:50:04.200000,3,8.07,6
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,13:49:00,Cheque Deposit,13:55:00,14:00:15,6,5.25,5
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:26:00,Debit Card Reissue,16:31:00,16:44:37.200000,5,13.62,2
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,14:57:00,Cash Deposit,15:00:00,15:04:13.200000,3,4.22,2
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,09:27:00,Debit Card Reissue,09:30:00,09:43:14.400000,3,13.24,8
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,13:33:00,Loan Repayment,13:37:00,13:46:28.200000,4,9.47,14
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:34:00,Cheque Deposit,16:40:00,16:46:04.200000,6,6.07,8
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:43:00,New Account Opening,16:45:00,17:20:59.400000,2,35.99,15
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:09:00,Cheque Deposit,16:13:00,16:18:09.600000,4,5.16,9
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,11:11:00,Locker Access,11:18:00,11:27:19.200000,7,9.32,1
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,09:22:00,Cash Deposit,09:23:00,09:27:16.200000,1,4.27,7
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,10:35:00,Locker Access,10:40:00,10:50:00,5,10.0,5
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:36:00,Debit Card Reissue,16:46:00,16:59:46.200000,10,13.77,1
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,13:40:00,Cash Deposit,13:49:00,13:52:55.200000,9,3.92,12
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,09:28:00,Cheque Deposit,09:36:00,09:41:27,8,5.45,7
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,10:59:00,New Account Opening,11:03:00,11:35:27.600000,4,32.46,1
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,11:51:00,Locker Access,11:59:00,12:11:25.200000,8,12.42,2
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:40:00,Cash Withdrawal,16:43:00,16:45:25.200000,3,2.42,10
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,12:28:00,Cheque Deposit,12:34:00,12:39:51.600000,6,5.86,1
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,15:30:00,Cash Deposit,15:36:00,15:40:10.200000,6,4.17,3
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,14:42:00,New Account Opening,14:45:00,15:17:23.400000,3,32.39,3
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,11:30:00,Inward Remittance,11:33:00,11:45:02.400000,3,12.04,6
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,15:00:00,Cash Withdrawal,15:08:00,15:11:30.600000,8,3.51,5
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:24:00,Locker Access,16:31:00,16:40:06,7,9.1,11
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,11:08:00,Cheque Deposit,11:14:00,11:19:38.400000,6,5.64,7
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,09:57:00,Cash Withdrawal,10:02:00,10:04:59.400000,5,2.99,14
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,11:18:00,Inward Remittance,11:22:00,11:38:46.200000,4,16.77,10
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,12:41:00,Cash Withdrawal,12:48:00,12:51:02.400000,7,3.04,3
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,09:41:00,Inward Remittance,09:49:00,10:04:29.400000,8,15.49,2
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,14:28:00,Cheque Deposit,14:30:00,14:35:34.800000,2,5.58,13
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,12:09:00,FD Opening,12:16:00,12:31:44.400000,7,15.74,10
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,12:25:00,Debit Card Reissue,12:31:00,12:43:00,6,12.0,13
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,15:16:00,Locker Access,15:23:00,15:35:54,7,12.9,4
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:02:00,Cash Deposit,16:09:00,16:12:51,7,3.85,15
BRAC Bank,"BRAC Bank, Paltan Branch",2025-08-04,Monday,16:13:00,New Account Opening,16:18:00,16:50:13.200000,5,32.22,7
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:46:00,Cheque Deposit,13:50:00,13:55:53.400000,4,5.89,8
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:39:00,Cash Withdrawal,16:44:00,16:46:58.800000,5,2.98,4
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,11:39:00,Debit Card Reissue,11:44:00,11:53:21,5,9.35,14
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,09:17:00,Cheque Deposit,09:21:00,09:26:32.400000,4,5.54,7
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,10:39:00,Cash Deposit,10:48:00,10:52:24.600000,9,4.41,15
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,12:45:00,New Account Opening,12:49:00,13:20:28.800000,4,31.48,3
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,09:39:00,Inward Remittance,09:47:00,10:05:42.600000,8,18.71,5
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,10:01:00,Debit Card Reissue,10:10:00,10:20:39.600000,9,10.66,9
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,14:47:00,Debit Card Reissue,14:56:00,15:08:24,9,12.4,15
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,09:48:00,Loan Repayment,09:55:00,10:02:09.600000,7,7.16,8
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:54:00,Loan Repayment,14:01:00,14:09:05.400000,7,8.09,12
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:05:00,Cash Withdrawal,13:13:00,13:15:28.800000,8,2.48,4
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:17:00,Locker Access,16:22:00,16:31:21.600000,5,9.36,4
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:17:00,Loan Repayment,16:24:00,16:29:53.400000,7,5.89,8
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,12:15:00,FD Opening,12:21:00,12:34:55.800000,6,13.93,8
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,14:36:00,Debit Card Reissue,14:45:00,14:55:45.600000,9,10.76,13
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:13:00,Debit Card Reissue,16:18:00,16:28:28.200000,5,10.47,5
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:58:00,FD Opening,14:03:00,14:21:04.800000,5,18.08,1
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,10:35:00,Inward Remittance,10:38:00,10:56:44.400000,3,18.74,6
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,10:12:00,Cash Withdrawal,10:20:00,10:23:05.400000,8,3.09,5
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:44:00,Loan Repayment,16:45:00,16:51:07.200000,1,6.12,8
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:22:00,New Account Opening,13:29:00,14:03:00,7,34.0,11
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:27:00,Locker Access,13:30:00,13:42:55.200000,3,12.92,13
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:02:00,Inward Remittance,13:08:00,13:21:19.800000,6,13.33,2
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,11:28:00,Cash Deposit,11:39:00,11:43:27.600000,11,4.46,13
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,14:44:00,Debit Card Reissue,14:48:00,14:58:19.800000,4,10.33,4
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,14:38:00,FD Opening,14:43:00,14:57:34.200000,5,14.57,5
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:39:00,Inward Remittance,13:41:00,14:00:11.400000,2,19.19,2
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,11:40:00,Locker Access,11:46:00,11:56:36,6,10.6,12
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,15:05:00,FD Opening,15:11:00,15:24:39,6,13.65,9
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:54:00,Inward Remittance,13:59:00,14:13:33.600000,5,14.56,10
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,11:21:00,Debit Card Reissue,11:25:00,11:37:40.200000,4,12.67,3
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:21:00,Cash Deposit,16:28:00,16:31:55.200000,7,3.92,15
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:36:00,Inward Remittance,16:40:00,16:54:29.400000,4,14.49,5
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:34:00,Cash Withdrawal,13:38:00,13:40:19.800000,4,2.33,6
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,14:07:00,Debit Card Reissue,14:15:00,14:25:37.800000,8,10.63,7
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,10:53:00,FD Opening,10:58:00,11:14:16.800000,5,16.28,15
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:08:00,FD Opening,13:12:00,13:27:01.800000,4,15.03,1
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,12:13:00,FD Opening,12:17:00,12:33:11.400000,4,16.19,13
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:59:00,Inward Remittance,17:04:00,17:19:54,5,15.9,11
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,10:03:00,Locker Access,10:08:00,10:19:11.400000,5,11.19,4
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,14:45:00,Cheque Deposit,14:49:00,14:55:23.400000,4,6.39,12
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,09:44:00,Debit Card Reissue,09:52:00,10:05:02.400000,8,13.04,7
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,13:38:00,Loan Repayment,13:42:00,13:48:14.400000,4,6.24,15
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,10:47:00,Locker Access,10:50:00,10:59:35.400000,3,9.59,9
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:49:00,Cash Withdrawal,16:53:00,16:56:05.400000,4,3.09,15
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,12:43:00,Debit Card Reissue,12:49:00,13:02:36,6,13.6,15
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,15:53:00,New Account Opening,15:57:00,16:34:03,4,37.05,8
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,15:13:00,Cash Withdrawal,15:19:00,15:21:54,6,2.9,5
BRAC Bank,"BRAC Bank, Dhanmondi Branch",2025-08-04,Monday,16:20:00,FD Opening,16:23:00,16:37:16.200000,3,14.27,13
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:11:00,Locker Access,11:17:00,11:28:10.200000,6,11.17,4
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,15:09:00,Cash Deposit,15:11:00,15:14:50.400000,2,3.84,7
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,12:40:00,Debit Card Reissue,12:48:00,12:58:41.400000,8,10.69,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:16:00,Loan Repayment,11:21:00,11:27:21.600000,5,6.36,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,16:33:00,Cheque Deposit,16:36:00,16:41:42.600000,3,5.71,6
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:11:00,Inward Remittance,09:14:00,09:29:58.200000,3,15.97,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,15:03:00,FD Opening,15:09:00,15:23:58.800000,6,14.98,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,15:34:00,New Account Opening,15:35:00,16:07:27.600000,1,32.46,1
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:14:00,FD Opening,13:17:00,13:29:23.400000,3,12.39,3
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,10:23:00,New Account Opening,10:25:00,11:00:21.600000,2,35.36,14
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,12:30:00,Debit Card Reissue,12:36:00,12:47:24.600000,6,11.41,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,15:04:00,Cash Withdrawal,15:10:00,15:13:21.600000,6,3.36,14
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,12:37:00,Inward Remittance,12:42:00,12:56:22.800000,5,14.38,10
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,15:13:00,Inward Remittance,15:15:00,15:31:59.400000,2,16.99,3
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:59:00,FD Opening,12:05:00,12:18:36.600000,6,13.61,10
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,12:58:00,Debit Card Reissue,13:06:00,13:15:49.200000,8,9.82,15
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,16:50:00,Locker Access,16:58:00,17:10:30,8,12.5,13
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:00:00,Inward Remittance,13:05:00,13:23:37.200000,5,18.62,6
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,15:18:00,Debit Card Reissue,15:24:00,15:33:30.600000,6,9.51,11
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:04:00,Cash Deposit,09:10:00,09:14:06.600000,6,4.11,10
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:07:00,New Account Opening,09:09:00,09:47:36,2,38.6,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:57:00,Cheque Deposit,11:59:00,12:05:05.400000,2,6.09,4
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:19:00,Locker Access,11:26:00,11:34:42,7,8.7,3
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,14:34:00,Locker Access,14:39:00,14:50:27,5,11.45,15
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,12:56:00,Cash Deposit,12:59:00,13:03:22.200000,3,4.37,2
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:52:00,Cheque Deposit,13:55:00,14:00:52.200000,3,5.87,14
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,10:48:00,FD Opening,10:54:00,11:06:11.400000,6,12.19,13
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:02:00,FD Opening,11:05:00,11:20:04.800000,3,15.08,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,14:04:00,Cheque Deposit,14:13:00,14:18:01.200000,9,5.02,8
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,14:24:00,FD Opening,14:27:00,14:42:13.200000,3,15.22,13
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:13:00,Loan Repayment,09:21:00,09:28:07.200000,8,7.12,4
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:49:00,FD Opening,11:53:00,12:07:17.400000,4,14.29,7
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,14:25:00,New Account Opening,14:30:00,14:59:09,5,29.15,13
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,15:09:00,New Account Opening,15:17:00,15:53:00,8,36.0,7
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:53:00,Debit Card Reissue,09:59:00,10:09:30,6,10.5,1
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:52:00,Cash Withdrawal,13:58:00,14:00:57.600000,6,2.96,2
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:32:00,FD Opening,13:38:00,13:50:33.600000,6,12.56,10
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:16:00,Loan Repayment,09:21:00,09:28:30.600000,5,7.51,4
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:22:00,Loan Repayment,13:28:00,13:33:31.800000,6,5.53,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,16:47:00,Inward Remittance,16:51:00,17:04:51.600000,4,13.86,8
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,12:04:00,Debit Card Reissue,12:10:00,12:21:28.200000,6,11.47,5
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:48:00,Cash Deposit,13:53:00,13:56:33.600000,5,3.56,14
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:11:00,Inward Remittance,09:16:00,09:30:47.400000,5,14.79,14
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,16:19:00,Inward Remittance,16:27:00,16:42:51,8,15.85,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,11:45:00,Inward Remittance,11:50:00,12:09:16.800000,5,19.28,1
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,13:14:00,Cash Withdrawal,13:19:00,13:22:02.400000,5,3.04,4
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,12:25:00,Loan Repayment,12:29:00,12:37:04.200000,4,8.07,15
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:27:00,Locker Access,09:29:00,09:39:46.200000,2,10.77,10
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,09:53:00,Cash Deposit,09:57:00,10:01:23.400000,4,4.39,12
BRAC Bank,"BRAC Bank, Tejgaon Branch",2025-08-04,Monday,10:43:00,Cash Withdrawal,10:53:00,10:56:10.200000,10,3.17,13
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,10:57:00,Cash Withdrawal,11:04:00,11:06:13.800000,7,2.23,5
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,14:43:00,Locker Access,14:48:00,14:58:49.800000,5,10.83,11
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,12:33:00,New Account Opening,12:35:00,13:09:26.400000,2,34.44,8
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,13:26:00,New Account Opening,13:33:00,14:00:12,7,27.2,11
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,15:45:00,Inward Remittance,15:49:00,16:03:18.600000,4,14.31,11
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,13:23:00,Debit Card Reissue,13:25:00,13:35:19.200000,2,10.32,3
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,14:50:00,Cash Withdrawal,14:54:00,14:57:04.200000,4,3.07,14
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,12:41:00,Inward Remittance,12:44:00,12:55:46.200000,3,11.77,3
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,12:43:00,FD Opening,12:48:00,13:03:51.600000,5,15.86,14
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,11:21:00,New Account Opening,11:24:00,11:54:49.200000,3,30.82,14
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,10:39:00,Debit Card Reissue,10:44:00,10:57:44.400000,5,13.74,14
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,16:34:00,Loan Repayment,16:36:00,16:45:37.200000,2,9.62,8
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,09:08:00,Cheque Deposit,09:11:00,09:17:16.800000,3,6.28,6
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,15:47:00,Debit Card Reissue,15:54:00,16:07:15.600000,7,13.26,1
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,10:16:00,Loan Repayment,10:23:00,10:29:19.800000,7,6.33,9
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,09:56:00,Cheque Deposit,10:03:00,10:08:34.800000,7,5.58,10
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,14:13:00,Inward Remittance,14:16:00,14:33:42,3,17.7,8
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,09:12:00,Loan Repayment,09:18:00,09:24:43.800000,6,6.73,8
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,13:40:00,Cash Withdrawal,13:48:00,13:50:54.600000,8,2.91,6
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,13:31:00,Cash Deposit,13:32:00,13:36:03.600000,1,4.06,8
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,16:17:00,Cheque Deposit,16:19:00,16:25:18.600000,2,6.31,7
Dutch-Bangla Bank,"Dutch-Bangla Bank, Farmgate Branch",2025-08-04,Monday,15:11:00,Cheque Deposit,15:12:00,15:18:16.200000,1,6.27,15
